entity1,entity2,sentence
míriel,montre,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,pertes,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,talents,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,arbre,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,parvient,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,bataille,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,soudaine,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,joindre,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,avis,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
míriel,valandil,"Au début, Míriel refuse, mais le lendemain change d'avis lorsque Galadriel s'éloigne du port et que les feuilles de l'arbre Nimloth tombent soudainement dans toute la ville, ce qui pour les Númenóréens est un signe de la volonté des Valar.[25] Galadriel montre ses talents de duel à Valandil À Númenor, Galadriel parvient à convaincre Halbrand de rejoindre l'expédition en Terre du Milieu après lui avoir raconté ses batailles et les pertes qu'il a subies dans la lutte contre Sauron."
moriondor,yeux,Le Moriondor voit beaucoup de ressentiment dans les yeux de Noldor et n'a pas peur de son ennemi.[27]
moriondor,sentiment,Le Moriondor voit beaucoup de ressentiment dans les yeux de Noldor et n'a pas peur de son ennemi.[27]
forces,croit,"Elle dit que non seulement les forces des ténèbres lui ont enlevé son frère, mais elles ont également pris son mari, Celeborn et l'elfe croit qu'il est mort et qu'il est veuf depuis."
lignée,scribes,"Elle apprend des scribes, que cette lignée royale est éteinte depuis plus de mille ans."
pouvoirs,valinor,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
pouvoirs,argent,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
pouvoirs,celebrimbor,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
pouvoirs,essai,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
pouvoirs,joyaux,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
pouvoirs,dague,"De retour de Celebrimbor, Galadriel propose de fabriquer trois joyaux au lieu de deux afin que leurs pouvoirs soient équilibrés et d'abandonner la Dague de Finrod pour fournir au forgeron l'or et l'argent de Valinor nécessaires à la forge ."
amis,fâchés,Les deux amis se quittent fâchés.
arbre,redonne,"L'arbre des Elfes se guérit alors, redonne des feuilles saines et se met à briller."
adar,négocie,Adar s'attable avec Galadriel pour négocier.
adar,table,Adar s'attable avec Galadriel pour négocier.
adar,uruks,Adar est sceptique sur les projets du Haut roi envers les Uruks après la victoire sur Sauron.
adar,projets,Adar est sceptique sur les projets du Haut roi envers les Uruks après la victoire sur Sauron.
adar,écoute,Adar ne l'écoute pas et lance l'attaque sur la ville.[34]
adar,gorge,Adar exhibe alors Galadriel en cage et avec une lance sur la gorge.
adar,cage,Adar exhibe alors Galadriel en cage et avec une lance sur la gorge.
survivants,uruks,La commandante offre de se rendre sans résister et de donner les Neuf Anneaux si les Uruks laissent fuir les derniers survivants qui l'accompagnent.
survivants,laissent,La commandante offre de se rendre sans résister et de donner les Neuf Anneaux si les Uruks laissent fuir les derniers survivants qui l'accompagnent.
uruks,survivants,La commandante offre de se rendre sans résister et de donner les Neuf Anneaux si les Uruks laissent fuir les derniers survivants qui l'accompagnent.
uruks,laissent,La commandante offre de se rendre sans résister et de donner les Neuf Anneaux si les Uruks laissent fuir les derniers survivants qui l'accompagnent.
adar,visage,Adar lui rend alors son anneau et reprend son visage couvert de cicatrice.
uruks,poignard,Les autres uruks se mettent à poignarder leur Seigneur-père qui s'écroule au sol.
nature,pouvoirs,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise."
nature,magie,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise."
nature,illustres,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise."
nature,comprise,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise."
nature,personnages,"On peut donc en déduire qu'elle avait appris ses pouvoirs de ces trois illustres personnages, bien que la nature de sa magie ne soit pas encore bien comprise."
majorité,artefact,"La majorité des pouvoirs de Galadriel proviendraient de l'artefact qu'elle contrôlait : Nenya, l'anneau de l'eau."
majorité,pouvoirs,"La majorité des pouvoirs de Galadriel proviendraient de l'artefact qu'elle contrôlait : Nenya, l'anneau de l'eau."
pouvoirs,divination,"Il est également possible que ses pouvoirs de divination soient dérivés ou accentués par son miroir, qui pourrait révéler des événements du passé, du présent et du futur."
pouvoirs,événements,"Il est également possible que ses pouvoirs de divination soient dérivés ou accentués par son miroir, qui pourrait révéler des événements du passé, du présent et du futur."
pouvoirs,révéle,"Il est également possible que ses pouvoirs de divination soient dérivés ou accentués par son miroir, qui pourrait révéler des événements du passé, du présent et du futur."
pouvoirs,dérivé,"Il est également possible que ses pouvoirs de divination soient dérivés ou accentués par son miroir, qui pourrait révéler des événements du passé, du présent et du futur."
jean-claude,nains,Jean-Claude Donda Balin est l'un des nains qui accompagne Thorin II
jean-claude,balin,Jean-Claude Donda Balin est l'un des nains qui accompagne Thorin II
balin,montagnes,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
balin,bleue,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
balin,durin,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
balin,recherches,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
balin,compagnons,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
balin,initiative,"Après de longues et d’infructueuses recherches, Balin, Dwalin et leurs compagnons, retournent dans les Montagnes Bleues pour rapporter la nouvelle à Thorin, le nouveau roi de la lignée de Durin.[1] Balin de Le Hobbit Balin fait partie de la Compagnie de Thorin Écu-de-Chêne, créée à l’initiative de Gandalf, durant l'année 2941 du Troisième Âge."
